id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
33091272.0,Jacksons by the Bay,214689075,Jason,Saint John,Saint Martins,45.35303,-65.54638,Entire home/apt,175,3,72,2023-02-20,1.5,1,252,21,,New Brunswick
33117004.0,Cozy Beach House Loft with Beach Access,124989084,Kara,Kings,Westfield,45.373699,-66.226387,Entire home/apt,169,2,23,2022-11-01,2.14,1,234,23,,New Brunswick
33138546.0,Country charm,188054201,Angela,Kent,Richibucto,46.64811,-64.87486,Entire home/apt,200,3,25,2022-08-14,0.52,1,0,5,,New Brunswick
33188128.0,R&R Cabin Experience #1,237778927,Rosalie And Rod,Gloucester,Inkerman,47.6512489318848,-64.840950012207,Private room,95,3,47,2022-09-24,1.05,2,295,14,,New Brunswick
33274719.0,Moonlight Bay Cottage 364,250554843,Deborah,Charlotte,Grand Manan,44.7466,-66.76286,Entire home/apt,160,4,45,2022-09-16,0.95,3,280,12,,New Brunswick
33335493.0,Private Cottage on  Beautiful Harvey Lake .,251113817,Bob,York,Manners Sutton,45.73107,-67.02772,Entire home/apt,115,6,1,2021-08-01,0.05,1,365,0,,New Brunswick
33395649.0,Castle Manor Unit 202 - several units available,228309028,Jay,Westmorland,Moncton,46.09741,-64.78467,Entire home/apt,217,1,85,2023-02-05,1.75,12,0,27,,New Brunswick
33429408.0,Pendant la pandémie / fermé / désolé,251839675,Pierre,Madawaska,Madawaska,47.38046,-68.31819,Entire home/apt,90,1,59,2019-12-13,1.25,1,210,0,,New Brunswick
33516645.0,Dominion Hill Country Inn - Bell Tent 1,137824855,Michael At Dominion Hill,Charlotte,Saint Patrick,45.1832,-66.96144,Private room,86,1,88,2022-08-05,1.89,18,84,2,,New Brunswick
33539133.0,A Perfect Getaway - Lakefront Cottage,252725580,Tammy,Charlotte,Saint Patrick,45.2163,-66.92438,Entire home/apt,235,2,15,2022-10-02,1.55,2,58,15,,New Brunswick
33550235.0,Sussex NB Poley Mountain Road Fundy Trail cottage,37616288,Lesa & Steve,Kings,Waterford,45.66142,-65.33608,Entire home/apt,196,2,327,2023-03-26,6.88,1,273,62,,New Brunswick
33555702.0,Joli Studio  Idéal pour couple ou personne,180014145,Lise,Gloucester,Caraquet,47.80265,-64.88872,Entire home/apt,150,5,5,2022-08-13,0.25,2,302,1,,New Brunswick
