id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5.54377753521193E+017,Private Luxurious & Renovated 1 Bed Home,7847028,Steve,,Corso Italia-Davenport,43.67336,-79.45049,Entire home/apt,125,28,17,2022-09-15,1.41,2,45,17,STR-2201-HCBRVJ
5.54399002499778E+017,Peaceful Condo w/ Pool and Hot Tub,345078747,Tafari,,Woburn,43.78278,-79.24551,Entire home/apt,120,28,7,2022-10-26,1.12,1,364,7,STR-2202-FJTKVB
5.32072340491864E+017,Luxurious 1-bedroom with  Sauna for your getaway,493900368,Sousan,,Bayview Woods-Steeles,43.80563,-79.37863,Entire home/apt,99,1,11,2023-02-26,1.68,1,70,11,STR-2209-HFDHHJ
5.32152216761982E+017,"Private suite with kitchen, bath, parking and WiFi",151427511,Tina,,York University Heights,43.753791809082,-79.4949035644531,Entire home/apt,130,28,2,2022-10-31,0.33,1,364,2,
5.32830869825755E+017,Central 2 bedroom apt (near Casa Loma & Rosedale),258197415,Ana,,Yonge-St.Clair,43.68687,-79.39831,Entire home/apt,98,31,1,2022-06-30,0.12,3,333,1,
5.33570264726445E+017,Lovely 1-bedroom Condo downtown Toronto,18277947,Oscar Eduardo,,Waterfront Communities-The Island,43.64051,-79.39884,Entire home/apt,265,29,0,,,2,365,0,
5.34081241074628E+017,Double bed  room at Center Toronto,36799038,Donna,,Trinity-Bellwoods,43.65176,-79.41099,Private room,88,28,72,2023-01-21,5.07,3,311,59,STR-2012-FSMBHC
54223095,Lovely BRIGHT 2bed 2bath condo in heart of Toronto,430146459,Mladen,,Waterfront Communities-The Island,43.6475219726563,-79.3927001953125,Entire home/apt,285,28,7,2023-01-28,0.55,1,288,6,
5.54525376393923E+017,Entire Lovely 1 bedroom downtown Toronto w Parking,145783887,Ibrahim,,Little Portugal,43.64085,-79.4236,Entire home/apt,155,28,46,2023-02-18,3.63,2,87,44,STR-2205-GBMPHD
5.54556160750198E+017,Stylish and spacious Toronto home with peloton,17608339,Olia,,South Riverdale,43.67012,-79.33148,Entire home/apt,228,28,0,,,1,244,0,
54225870,Luxury ENTIRE 3BD Unit Downtown Toronto GREAT VIEW,281918978,Amari,,Bay Street Corridor,43.6685030821095,-79.3905655503155,Entire home/apt,720,28,1,2022-03-27,0.09,3,90,1,STR-2012-GVBHHH
54226784,Retreat in Swansea-High Park,53818722,Nhung,,High Park-Swansea,43.64784,-79.48336,Private room,89,2,56,2023-01-16,4.4,1,67,52,STR-2201-FTCXVC
5.54628319152867E+017,Cheerful and Private 1 Bedroom With Ensuite Bath,102511095,Arujan,,West Humber-Clairville,43.72279,-79.61249,Private room,58,1,12,2023-03-07,7.06,1,63,12,STR-2211-FQGXVC
5.54918269624229E+017,Crown Jewel of Yorkville,336838455,Sam,,Annex,43.66949,-79.39345,Entire home/apt,132,31,0,,,3,253,0,
5.34780520244828E+017,Executive Studio - ACC/MTCC/CN + WiFi!,191559423,Majid,,Waterfront Communities-The Island,43.6423,-79.37968,Entire home/apt,20,30,30,2022-10-27,2.85,1,212,30,STR-2012-HLZBHK
5.37158157686523E+017,Spacious and Bright 2-Bedroom Basement Suite,152255092,Dario,,Danforth East York,43.69237,-79.32277,Entire home/apt,110,28,4,2023-03-04,0.32,1,179,3,
5.37874966914677E+017,Joyful Spacious Triple Room with Private Bathroom,338130903,Lap,,Princess-Rosethorn,43.65952,-79.53146,Private room,90,2,43,2023-02-22,3.19,3,77,41,STR-2201-FVZKVD
5.39740847331041E+017,Private room & Private bathroom- Walk to subway,266159976,Pardis,,Mount Pleasant East,43.70886,-79.38708,Private room,48,28,1,2022-10-23,0.22,12,136,1,
54226990,Luxury Private Room Downtown Toronto w GREAT VIEW!,281918978,Amari,,Annex,43.6699089121967,-79.3885069588444,Private room,129,28,7,2022-11-12,0.76,3,90,7,STR-2012-GVBHHH
54227487,Luxury Private Suite DowntownToronto w GREAT VIEW!,281918978,Amari,,Bay Street Corridor,43.6685886036576,-79.3903930872523,Private room,139,28,9,2022-10-28,0.86,3,90,9,STR-2012-GVBHHH
54229844,Fayzah’s place,436944003,Effie,,Annex,43.66476,-79.41571,Entire home/apt,100,30,0,,,1,365,0,Exempt
5.39938690225283E+017,Luxurious 2bdrm townhome•free parking•Near Subway,76257674,Paul,,Yorkdale-Glen Park,43.71436,-79.4488,Entire home/apt,179,28,2,2022-07-31,0.18,1,285,2,
54233464,"Fun and spacious, WFH & family friendly with 4beds",147047049,Shih-Ching,,Milliken,43.82839,-79.27628,Entire home/apt,256,28,52,2023-02-22,4.88,1,267,52,STR-2112-HFZKVJ
5.40752398456709E+017,Cozy 1 bedroom + Den | w Balcony | Walk2 CNTower,440639667,Yi,,Waterfront Communities-The Island,43.63904,-79.39693,Entire home/apt,97,2,23,2022-08-09,1.73,1,25,21,STR-2112-GPWXVG
5.41000467231628E+017,Lovely 1 Bed Condo Downtown at Front and Spadina,339842916,Olu,,Waterfront Communities-The Island,43.64438,-79.39356,Entire home/apt,148,29,0,,,25,344,0,
5.41786875971554E+017,Spacious 1 bedroom unit with free  pk&separate ent,43935234,Zheng Hong,,Bathurst Manor,43.75535,-79.45086,Entire home/apt,98,28,7,2022-08-04,0.51,2,0,5,STR-2201-GDVRVF
54241823,Cozy 1 bedroom guest house  Patio/Yard  Central,61252617,Monica,,Junction Area,43.6634,-79.46235,Entire home/apt,75,4,13,2023-01-11,1.05,1,244,12,STR-2106-FGLBHB
5.41932085621087E+017,"Luxury Lakeshore Condo 1bdrm | Pool, parking, lake",425108842,Jamila,,Mimico (includes Humber Bay Shores),43.62821,-79.47797,Entire home/apt,200,28,1,2022-09-30,0.19,1,337,1,
5.42019697941576E+017,♥Fully-Equipped 1-BR Condo in DT Toronto♥,785826,Sky View,,Waterfront Communities-The Island,43.64511,-79.39053,Entire home/apt,133,28,0,,,141,29,0,
